id_amostra;data_analise;lote;umidade_pct;proteina_pct;extrato_etereo_pct;fibras_pct;materia_mineral_pct;urease_uph;solubilidade_pct;indice_qualidade;classe_qualidade
FS0717;2026-06-30;FS-2026-0072;12.76;45.99;1.61;4.84;4.55;0.19;82.6;80.93;Conforme
FS0718;2026-06-30;FS-2026-0072;12.33;46.02;1.36;4.68;4.41;0.057;82.13;83.4;Conforme
FS0719;2026-06-30;FS-2026-0072;12.57;45.24;1.92;4.95;4.56;0.162;80.74;79.4;Atencao
FS0720;2026-06-30;FS-2026-0072;12.63;45.93;1.78;5.32;4.74;0.137;80.73;79.58;Atencao
FS0721;2026-07-01;FS-2026-0073;12.41;45.74;2.07;4.68;4.62;0.158;83.2;81.98;Conforme
FS0722;2026-07-01;FS-2026-0073;12.35;46.15;1.92;4.18;4.4;0.106;84.49;90.27;Excelente
FS0723;2026-07-01;FS-2026-0073;12.61;45.82;1.69;5.58;4.27;0.186;83.37;83.17;Conforme
FS0724;2026-07-01;FS-2026-0073;12.28;46.21;1.84;4.11;4.51;0.168;81.22;84.91;Conforme
FS0725;2026-07-02;FS-2026-0073;12.39;45.99;2.03;4.84;4.59;0.13;81.82;84.24;Conforme
FS0726;2026-07-02;FS-2026-0073;12.68;46.29;2.22;4.84;4.1;0.156;82.39;81.55;Conforme
FS0727;2026-07-02;FS-2026-0073;12.74;46.46;2.07;4.93;4.22;0.034;82.95;85.19;Conforme
FS0728;2026-07-02;FS-2026-0073;12.78;46.58;1.23;3.72;4.33;0.058;82.07;88.43;Excelente
FS0729;2026-07-03;FS-2026-0073;12.75;46.39;1.81;4.17;4.64;0.037;82.19;84.46;Conforme
FS0730;2026-07-03;FS-2026-0073;12.53;46.1;1.65;5.32;4.65;0.176;80.97;82.65;Conforme
FS0731;2026-07-03;FS-2026-0074;12.52;45.59;2.0;4.63;4.6;0.094;84.27;85.79;Conforme
FS0732;2026-07-03;FS-2026-0074;12.66;46.6;1.38;4.63;4.75;0.105;81.53;87.59;Conforme
FS0733;2026-07-04;FS-2026-0074;12.37;45.7;1.44;3.98;4.32;0.114;83.11;87.5;Conforme
FS0734;2026-07-04;FS-2026-0074;12.32;46.62;2.07;5.23;4.32;0.155;80.22;81.62;Conforme
FS0735;2026-07-04;FS-2026-0074;12.72;46.5;2.26;4.19;4.53;0.098;81.4;86.37;Conforme
FS0736;2026-07-04;FS-2026-0074;12.57;46.03;1.2;3.74;4.47;0.117;82.71;89.11;Excelente
FS0737;2026-07-05;FS-2026-0074;12.31;45.68;1.55;5.04;4.65;0.106;82.89;84.06;Conforme
FS0738;2026-07-05;FS-2026-0074;12.44;46.6;2.11;4.78;4.63;0.06;80.64;86.42;Conforme
FS0739;2026-07-05;FS-2026-0074;12.0;46.28;2.04;4.79;4.71;0.07;81.77;81.13;Conforme
FS0740;2026-07-05;FS-2026-0074;12.14;47.0;1.92;5.6;4.64;0.077;83.67;87.73;Conforme
FS0741;2026-07-06;FS-2026-0075;12.61;45.95;1.77;4.12;4.87;0.058;81.94;84.05;Conforme
FS0742;2026-07-06;FS-2026-0075;12.42;45.81;2.21;4.73;4.72;0.119;82.05;83.89;Conforme
FS0743;2026-07-06;FS-2026-0075;12.49;46.21;2.16;4.7;4.78;0.115;80.65;85.65;Conforme
FS0744;2026-07-06;FS-2026-0075;12.32;46.87;2.05;5.07;4.43;0.05;82.69;88.16;Excelente
FS0745;2026-07-07;FS-2026-0075;12.76;45.65;1.85;5.26;4.48;0.019;81.57;77.6;Atencao
FS0746;2026-07-07;FS-2026-0075;12.43;46.57;2.05;4.76;4.51;0.061;80.55;85.04;Conforme
FS0747;2026-07-07;FS-2026-0075;12.41;46.0;1.87;4.71;4.85;0.063;83.36;83.62;Conforme
FS0748;2026-07-07;FS-2026-0075;12.76;45.65;1.46;4.71;4.73;0.082;82.51;80.06;Conforme
FS0749;2026-07-08;FS-2026-0075;12.82;45.67;1.9;4.04;4.51;0.144;80.4;79.45;Atencao
FS0750;2026-07-08;FS-2026-0075;12.35;47.0;1.32;5.36;4.59;0.098;81.52;89.85;Excelente
FS0751;2026-07-08;FS-2026-0076;12.77;45.52;1.84;4.89;4.62;0.078;83.73;81.61;Conforme
FS0752;2026-07-08;FS-2026-0076;12.51;45.99;1.71;5.05;4.87;0.065;81.5;84.52;Conforme
FS0753;2026-07-09;FS-2026-0076;12.63;46.9;1.92;4.77;4.7;0.136;83.28;90.17;Excelente
FS0754;2026-07-09;FS-2026-0076;12.85;46.16;1.2;5.89;4.05;0.054;81.57;78.67;Atencao
FS0755;2026-07-09;FS-2026-0076;12.81;45.72;1.66;4.93;4.36;0.114;81.57;81.5;Conforme
FS0756;2026-07-09;FS-2026-0076;12.7;46.55;1.93;4.37;4.23;0.081;82.65;86.02;Conforme
FS0757;2026-07-10;FS-2026-0076;12.53;46.13;2.12;3.5;4.0;0.072;81.75;85.31;Conforme
FS0758;2026-07-10;FS-2026-0076;12.44;45.9;1.2;4.54;4.69;0.158;81.67;85.67;Conforme
FS0759;2026-07-10;FS-2026-0076;12.74;45.6;1.47;4.68;4.52;0.157;81.63;80.85;Conforme
FS0760;2026-07-10;FS-2026-0076;12.43;46.16;1.2;5.8;4.51;0.101;79.47;84.39;Conforme
FS0761;2026-07-11;FS-2026-0077;12.15;46.33;2.27;5.26;4.98;0.063;82.14;77.47;Atencao
FS0762;2026-07-11;FS-2026-0077;12.54;46.48;1.75;4.34;4.45;0.129;81.71;88.49;Excelente
FS0763;2026-07-11;FS-2026-0077;12.7;46.1;1.63;5.38;4.0;0.074;81.02;82.41;Conforme
FS0764;2026-07-11;FS-2026-0077;13.0;45.0;1.65;5.34;4.66;0.139;81.84;73.65;Atencao
FS0765;2026-07-12;FS-2026-0077;12.65;45.64;1.66;4.85;4.6;0.109;82.43;83.09;Conforme
FS0766;2026-07-12;FS-2026-0077;12.94;46.28;1.52;3.67;4.83;0.038;82.15;83.71;Conforme
FS0767;2026-07-12;FS-2026-0077;12.46;46.03;1.9;4.83;4.65;0.107;81.02;84.73;Conforme
FS0768;2026-07-12;FS-2026-0077;12.44;47.0;1.2;4.86;4.51;0.219;82.36;90.36;Excelente
FS0769;2026-07-13;FS-2026-0077;12.4;45.7;1.87;5.46;4.41;0.082;81.78;83.75;Conforme
FS0770;2026-07-13;FS-2026-0077;12.53;46.49;1.2;5.31;4.27;0.165;81.14;85.62;Conforme
FS0771;2026-07-13;FS-2026-0078;12.34;46.68;1.27;4.4;4.78;0.045;82.35;91.1;Excelente
FS0772;2026-07-13;FS-2026-0078;12.68;45.89;1.94;4.71;4.41;0.111;82.97;84.1;Conforme
FS0773;2026-07-14;FS-2026-0078;12.43;46.12;2.43;4.52;4.12;0.133;82.37;85.63;Conforme
FS0774;2026-07-14;FS-2026-0078;12.12;46.43;1.73;4.96;4.24;0.089;83.41;84.76;Conforme
FS0775;2026-07-14;FS-2026-0078;12.67;45.79;2.43;4.95;4.27;0.104;81.59;82.5;Conforme
FS0776;2026-07-14;FS-2026-0078;12.58;46.07;2.11;4.62;4.74;0.044;81.95;82.97;Conforme
FS0777;2026-07-15;FS-2026-0078;12.41;45.96;1.71;5.25;4.54;0.09;82.26;84.81;Conforme
FS0778;2026-07-15;FS-2026-0078;12.73;46.93;1.64;4.61;4.4;0.056;82.87;91.16;Excelente
FS0779;2026-07-15;FS-2026-0078;12.3;47.0;1.9;4.16;4.49;0.044;83.06;90.85;Excelente
FS0780;2026-07-15;FS-2026-0078;12.24;46.39;1.6;4.37;4.45;0.061;81.15;83.29;Conforme
FS0781;2026-07-16;FS-2026-0079;12.19;46.65;1.4;5.48;4.23;0.108;82.83;84.92;Conforme
FS0782;2026-07-16;FS-2026-0079;12.72;46.09;1.49;4.82;4.65;0.047;81.37;82.89;Conforme
FS0783;2026-07-16;FS-2026-0079;12.32;46.67;1.2;4.83;4.43;0.069;83.13;90.0;Excelente
FS0784;2026-07-16;FS-2026-0079;12.71;46.11;1.59;5.87;4.47;0.1;82.01;85.63;Conforme
FS0785;2026-07-17;FS-2026-0079;12.71;45.92;1.35;4.29;4.55;0.151;83.62;85.63;Conforme
FS0786;2026-07-17;FS-2026-0079;12.06;46.55;1.5;4.39;4.6;0.121;80.48;85.08;Conforme
FS0787;2026-07-17;FS-2026-0079;12.59;45.91;1.2;5.07;4.49;0.043;82.85;83.52;Conforme
FS0788;2026-07-17;FS-2026-0079;12.23;46.55;1.5;5.14;4.54;0.064;82.48;86.77;Conforme
FS0789;2026-07-18;FS-2026-0079;12.34;46.68;1.64;4.92;4.67;0.132;81.93;87.97;Conforme
FS0790;2026-07-18;FS-2026-0079;12.22;46.13;1.57;4.58;4.77;0.166;83.84;86.82;Conforme
FS0791;2026-07-18;FS-2026-0080;12.87;45.77;1.54;3.87;4.38;0.065;81.5;80.74;Conforme
FS0792;2026-07-18;FS-2026-0080;12.46;46.31;1.2;5.8;4.48;0.127;82.16;86.7;Conforme
FS0793;2026-07-19;FS-2026-0080;12.54;45.91;1.48;5.04;4.19;0.168;80.97;81.21;Conforme
FS0794;2026-07-19;FS-2026-0080;12.31;46.09;1.2;5.33;4.38;0.143;81.5;83.54;Conforme
FS0795;2026-07-19;FS-2026-0080;12.73;46.23;1.2;5.1;4.29;0.073;81.88;83.88;Conforme
FS0796;2026-07-19;FS-2026-0080;12.73;45.99;1.58;3.92;4.12;0.144;82.07;82.08;Conforme
FS0797;2026-07-20;FS-2026-0080;12.72;46.08;1.48;4.66;4.26;0.158;81.67;81.06;Conforme
FS0798;2026-07-20;FS-2026-0080;12.01;46.49;1.99;4.33;4.41;0.07;82.66;84.43;Conforme
FS0799;2026-07-20;FS-2026-0080;12.58;45.06;1.77;3.5;4.3;0.042;82.96;80.6;Conforme
FS0800;2026-07-20;FS-2026-0080;12.39;45.94;1.2;4.16;4.41;0.185;82.19;84.56;Conforme
FS0801;2026-07-21;FS-2026-0081;12.26;46.54;1.28;4.24;4.0;0.167;81.18;82.3;Conforme
FS0802;2026-07-21;FS-2026-0081;12.68;46.36;1.2;4.53;4.48;0.202;81.05;84.67;Conforme
FS0803;2026-07-21;FS-2026-0081;12.8;46.11;1.64;4.41;4.0;0.149;80.69;81.35;Conforme
FS0804;2026-07-21;FS-2026-0081;12.48;46.19;1.78;4.73;4.74;0.07;81.1;85.45;Conforme
FS0805;2026-07-22;FS-2026-0081;12.35;46.54;1.63;4.49;4.34;0.065;81.8;86.97;Conforme
FS0806;2026-07-22;FS-2026-0081;12.52;46.22;2.08;3.89;4.43;0.131;83.82;89.81;Excelente
FS0807;2026-07-22;FS-2026-0081;12.5;46.19;1.22;4.23;4.4;0.121;82.42;89.24;Excelente
FS0808;2026-07-22;FS-2026-0081;12.55;45.85;1.66;5.54;4.22;0.074;80.01;82.56;Conforme
FS0809;2026-07-23;FS-2026-0081;12.27;46.86;1.36;4.47;4.0;0.023;83.05;89.65;Excelente
FS0810;2026-07-23;FS-2026-0081;12.43;46.09;2.06;4.55;4.41;0.037;83.22;87.5;Conforme
FS0811;2026-07-23;FS-2026-0082;12.18;46.01;1.94;5.09;4.88;0.173;82.27;79.92;Atencao
FS0812;2026-07-23;FS-2026-0082;12.74;46.06;1.39;3.79;4.6;0.057;82.34;84.94;Conforme
FS0813;2026-07-24;FS-2026-0082;12.34;46.56;1.94;4.27;4.63;0.139;81.89;88.45;Excelente
FS0814;2026-07-24;FS-2026-0082;12.21;46.26;2.19;4.18;4.25;0.018;82.63;81.32;Conforme
FS0815;2026-07-24;FS-2026-0082;12.8;45.84;2.11;4.65;4.44;0.068;81.53;82.18;Conforme
FS0816;2026-07-24;FS-2026-0082;12.03;46.02;1.61;4.97;4.37;0.112;81.62;81.85;Conforme
FS0817;2026-07-25;FS-2026-0082;12.4;46.06;2.19;4.48;4.67;0.181;82.28;82.45;Conforme
FS0818;2026-07-25;FS-2026-0082;12.54;45.85;2.07;4.37;4.23;0.167;82.96;85.16;Conforme
FS0819;2026-07-25;FS-2026-0082;12.61;46.2;2.39;4.86;4.27;0.182;83.27;81.83;Conforme
FS0820;2026-07-25;FS-2026-0082;12.09;46.69;1.86;4.71;4.86;0.172;82.66;83.16;Conforme
FS0821;2026-07-26;FS-2026-0083;12.56;46.6;2.15;4.53;4.18;0.103;81.85;88.08;Excelente
FS0822;2026-07-26;FS-2026-0083;12.78;46.61;1.2;4.5;4.51;0.111;83.27;89.22;Excelente
FS0823;2026-07-26;FS-2026-0083;12.95;45.28;2.2;4.29;4.2;0.114;83.56;78.11;Atencao
FS0824;2026-07-26;FS-2026-0083;12.67;45.53;1.59;5.96;4.47;0.078;80.59;77.45;Atencao
FS0825;2026-07-27;FS-2026-0083;12.87;46.68;1.72;5.79;4.54;0.086;82.98;86.73;Conforme
FS0826;2026-07-27;FS-2026-0083;12.55;46.66;1.81;4.72;4.39;0.041;81.51;87.17;Conforme
FS0827;2026-07-27;FS-2026-0083;12.42;46.22;1.68;4.11;4.5;0.136;82.56;87.98;Conforme
FS0828;2026-07-27;FS-2026-0083;12.8;46.1;1.74;4.68;4.38;0.105;82.44;85.91;Conforme
FS0829;2026-07-28;FS-2026-0083;12.47;45.55;1.21;4.88;4.35;0.058;83.17;83.66;Conforme
FS0830;2026-07-28;FS-2026-0083;12.58;45.79;1.5;4.09;4.72;0.115;80.65;82.61;Conforme
FS0831;2026-07-28;FS-2026-0084;12.93;45.97;1.44;4.82;4.5;0.112;82.34;82.46;Conforme
FS0832;2026-07-28;FS-2026-0084;12.57;46.05;2.27;4.74;4.48;0.128;82.89;86.48;Conforme
FS0833;2026-07-29;FS-2026-0084;12.38;46.3;2.14;3.84;4.24;0.04;83.18;87.11;Conforme
FS0834;2026-07-29;FS-2026-0084;12.28;46.35;1.8;4.94;4.4;0.173;83.37;87.01;Conforme
FS0835;2026-07-29;FS-2026-0084;12.48;46.73;1.2;5.15;4.27;0.076;81.4;89.83;Excelente
FS0836;2026-07-29;FS-2026-0084;12.53;46.88;1.28;4.47;4.5;0.042;79.13;88.38;Excelente
FS0837;2026-07-30;FS-2026-0084;12.16;47.0;1.48;4.47;4.19;0.085;81.05;85.1;Conforme
FS0838;2026-07-30;FS-2026-0084;12.93;45.51;1.72;5.31;4.48;0.139;82.43;76.2;Atencao
FS0839;2026-07-30;FS-2026-0084;12.48;46.27;1.7;4.92;4.54;0.165;81.52;85.56;Conforme
FS0840;2026-07-30;FS-2026-0084;12.69;45.96;1.78;4.28;4.31;0.078;84.16;86.42;Conforme
FS0841;2026-07-31;FS-2026-0085;12.68;46.03;1.77;4.36;4.57;0.041;79.8;81.67;Conforme
FS0842;2026-07-31;FS-2026-0085;12.78;46.0;1.6;5.13;4.92;0.102;81.43;81.53;Conforme
FS0843;2026-07-31;FS-2026-0085;12.3;46.74;2.37;4.35;4.51;0.092;82.21;90.94;Excelente
FS0844;2026-07-31;FS-2026-0085;12.0;46.57;1.74;4.98;4.17;0.172;83.18;82.52;Conforme
FS0845;2026-08-01;FS-2026-0085;12.56;45.57;1.81;4.73;4.55;0.145;82.35;83.94;Conforme
FS0846;2026-08-01;FS-2026-0085;12.25;46.42;1.95;5.94;4.69;0.133;81.1;82.17;Conforme
FS0847;2026-08-01;FS-2026-0085;12.37;46.12;1.6;4.79;4.56;0.201;81.6;81.2;Conforme
FS0848;2026-08-01;FS-2026-0085;12.61;46.12;1.6;4.72;4.62;0.19;81.28;82.64;Conforme
FS0849;2026-08-02;FS-2026-0085;12.65;45.8;2.01;4.95;4.0;0.067;82.03;80.78;Conforme
FS0850;2026-08-02;FS-2026-0085;12.8;46.0;2.34;4.9;4.26;0.082;80.57;80.82;Conforme
FS0851;2026-08-02;FS-2026-0086;12.93;45.58;1.71;5.75;4.31;0.071;82.99;77.37;Atencao
FS0852;2026-08-02;FS-2026-0086;12.34;46.57;2.5;3.5;4.34;0.195;82.6;87.79;Conforme
FS0853;2026-08-03;FS-2026-0086;12.49;46.43;1.75;4.26;4.74;0.063;81.92;86.81;Conforme
FS0854;2026-08-03;FS-2026-0086;12.27;46.22;1.78;5.85;4.15;0.065;83.47;84.92;Conforme
FS0855;2026-08-03;FS-2026-0086;12.85;45.43;2.31;3.87;4.86;0.131;83.28;80.82;Conforme
FS0856;2026-08-03;FS-2026-0086;12.38;45.81;1.76;3.5;4.84;0.078;82.27;85.06;Conforme
FS0857;2026-08-04;FS-2026-0086;12.19;46.52;1.48;4.98;4.56;0.095;83.08;88.56;Excelente
FS0858;2026-08-04;FS-2026-0086;12.5;45.98;1.81;5.19;4.0;0.036;82.54;82.94;Conforme
FS0859;2026-08-04;FS-2026-0086;12.02;45.59;1.75;4.38;4.18;0.103;80.65;78.28;Atencao
FS0860;2026-08-04;FS-2026-0086;12.26;46.14;1.46;4.39;4.49;0.027;82.91;85.01;Conforme
FS0861;2026-08-05;FS-2026-0087;12.38;46.25;2.16;5.3;4.62;0.063;83.47;87.68;Conforme
FS0862;2026-08-05;FS-2026-0087;12.23;46.4;1.58;4.23;4.41;0.135;81.0;85.48;Conforme
FS0863;2026-08-05;FS-2026-0087;12.83;46.01;2.02;3.81;4.83;0.092;82.23;83.53;Conforme
FS0864;2026-08-05;FS-2026-0087;12.66;45.86;2.45;4.37;4.15;0.071;81.99;82.94;Conforme
FS0865;2026-08-06;FS-2026-0087;12.91;45.97;2.26;4.72;4.12;0.059;82.4;81.01;Conforme
FS0866;2026-08-06;FS-2026-0087;12.04;45.99;1.55;4.75;4.3;0.105;80.51;80.29;Conforme
FS0867;2026-08-06;FS-2026-0087;12.75;45.96;2.09;4.58;4.53;0.037;83.24;83.36;Conforme
FS0868;2026-08-06;FS-2026-0087;12.51;45.77;1.41;3.78;4.42;0.14;83.5;87.87;Conforme
FS0869;2026-08-07;FS-2026-0087;13.0;46.57;1.96;5.74;4.55;0.035;80.83;78.31;Atencao
FS0870;2026-08-07;FS-2026-0087;12.38;46.58;2.13;3.92;4.19;0.055;82.64;87.03;Conforme
FS0871;2026-08-07;FS-2026-0088;12.54;46.69;1.52;4.91;4.17;0.122;83.06;90.69;Excelente
FS0872;2026-08-07;FS-2026-0088;12.45;45.73;1.69;4.78;4.44;0.16;79.96;82.67;Conforme
FS0873;2026-08-08;FS-2026-0088;12.23;46.49;1.74;4.5;4.34;0.037;83.0;85.0;Conforme
FS0874;2026-08-08;FS-2026-0088;12.43;46.25;1.82;4.62;4.28;0.161;80.96;85.85;Conforme
FS0875;2026-08-08;FS-2026-0088;12.33;46.37;1.74;4.39;4.67;0.092;80.09;85.89;Conforme
FS0876;2026-08-08;FS-2026-0088;12.5;46.46;2.35;5.07;4.63;0.081;83.43;90.03;Excelente
FS0877;2026-08-09;FS-2026-0088;12.58;46.11;2.09;4.68;4.38;0.148;81.94;84.46;Conforme
FS0878;2026-08-09;FS-2026-0088;12.19;46.15;1.74;5.35;4.56;0.063;83.6;84.71;Conforme
FS0879;2026-08-09;FS-2026-0088;12.6;46.29;1.56;5.04;4.4;0.092;81.45;85.58;Conforme
FS0880;2026-08-09;FS-2026-0088;12.61;45.98;2.12;4.5;4.04;0.064;83.19;83.65;Conforme
FS0881;2026-08-10;FS-2026-0089;12.2;46.53;1.53;4.94;4.61;0.064;82.8;87.33;Conforme
FS0882;2026-08-10;FS-2026-0089;12.95;45.32;1.86;4.53;4.57;0.056;82.11;77.43;Atencao
FS0883;2026-08-10;FS-2026-0089;12.49;46.36;1.2;4.82;4.75;0.127;82.54;90.09;Excelente
FS0884;2026-08-10;FS-2026-0089;12.4;46.58;1.9;3.64;4.66;0.067;83.96;91.71;Excelente
FS0885;2026-08-11;FS-2026-0089;12.36;46.82;1.98;5.02;4.24;0.05;83.77;87.75;Conforme
FS0886;2026-08-11;FS-2026-0089;12.4;45.47;1.72;4.38;4.76;0.075;81.88;83.57;Conforme
FS0887;2026-08-11;FS-2026-0089;12.47;46.55;1.28;4.56;4.48;0.092;82.01;91.34;Excelente
FS0888;2026-08-11;FS-2026-0089;12.0;46.8;1.65;3.81;4.42;0.082;82.76;90.2;Excelente
FS0889;2026-08-12;FS-2026-0089;12.42;46.29;1.32;5.27;4.78;0.056;81.9;84.23;Conforme
FS0890;2026-08-12;FS-2026-0089;12.54;46.59;2.1;4.29;4.0;0.109;81.25;88.1;Excelente
FS0891;2026-08-12;FS-2026-0090;12.4;46.55;1.83;4.64;4.54;0.047;83.1;87.98;Conforme
FS0892;2026-08-12;FS-2026-0090;12.65;45.62;1.96;5.21;4.39;0.128;82.35;80.59;Conforme
FS0893;2026-08-13;FS-2026-0090;12.61;45.94;2.02;4.7;4.49;0.076;82.39;86.97;Conforme
FS0894;2026-08-13;FS-2026-0090;12.69;46.59;1.95;4.4;4.54;0.128;81.99;88.07;Excelente
FS0895;2026-08-13;FS-2026-0090;12.31;46.03;1.42;3.59;4.47;0.059;79.92;83.96;Conforme
FS0896;2026-08-13;FS-2026-0090;12.57;45.64;2.05;4.69;4.61;0.05;82.43;81.01;Conforme
FS0897;2026-08-14;FS-2026-0090;12.98;46.52;1.39;5.07;4.59;0.15;81.77;80.99;Conforme
FS0898;2026-08-14;FS-2026-0090;12.33;45.81;1.25;4.93;4.88;0.087;83.92;86.62;Conforme
FS0899;2026-08-14;FS-2026-0090;12.82;46.52;2.01;3.79;4.43;0.049;82.53;86.04;Conforme
FS0900;2026-08-14;FS-2026-0090;12.52;45.46;1.6;4.32;4.73;0.092;80.5;81.06;Conforme
FS0901;2026-08-15;FS-2026-0091;12.4;46.53;1.83;4.67;4.02;0.058;82.26;85.93;Conforme
FS0902;2026-08-15;FS-2026-0091;12.15;45.72;2.13;4.96;4.62;0.153;81.02;78.27;Atencao
FS0903;2026-08-15;FS-2026-0091;12.27;45.74;1.76;6.0;4.0;0.129;81.45;79.3;Atencao
FS0904;2026-08-15;FS-2026-0091;12.31;45.78;1.33;3.94;4.57;0.09;81.93;86.83;Conforme
FS0905;2026-08-16;FS-2026-0091;12.63;46.51;1.69;4.29;4.47;0.065;82.92;89.23;Excelente
FS0906;2026-08-16;FS-2026-0091;12.51;46.6;1.96;4.65;4.71;0.136;81.36;87.84;Conforme
FS0907;2026-08-16;FS-2026-0091;12.67;45.31;2.41;5.61;4.61;0.152;82.44;76.16;Atencao
FS0908;2026-08-16;FS-2026-0091;12.46;46.09;1.93;5.29;4.38;0.102;83.22;89.43;Excelente
FS0909;2026-08-17;FS-2026-0091;12.51;46.4;2.21;4.76;4.38;0.168;81.32;84.2;Conforme
FS0910;2026-08-17;FS-2026-0091;12.27;45.88;1.88;4.62;4.56;0.122;80.94;82.71;Conforme
FS0911;2026-08-17;FS-2026-0092;12.48;46.27;1.46;5.12;4.57;0.044;81.9;84.34;Conforme
FS0912;2026-08-17;FS-2026-0092;12.59;46.03;2.22;4.6;4.83;0.056;80.83;83.01;Conforme
FS0913;2026-08-18;FS-2026-0092;12.11;47.0;2.3;5.34;4.61;0.062;81.23;82.8;Conforme
FS0914;2026-08-18;FS-2026-0092;12.28;45.59;2.5;5.03;4.0;0.082;82.84;80.79;Conforme
FS0915;2026-08-18;FS-2026-0092;12.47;46.03;1.64;4.98;4.39;0.186;82.2;85.28;Conforme
FS0916;2026-08-18;FS-2026-0092;12.31;46.36;1.54;5.0;4.09;0.151;81.09;85.47;Conforme
FS0917;2026-08-19;FS-2026-0092;12.55;45.92;2.18;4.55;4.29;0.124;83.3;85.16;Conforme
FS0918;2026-08-19;FS-2026-0092;12.64;46.37;2.05;3.84;4.65;0.21;82.78;86.3;Conforme
FS0919;2026-08-19;FS-2026-0092;12.01;46.43;1.86;4.63;4.43;0.044;83.73;83.26;Conforme
FS0920;2026-08-19;FS-2026-0092;12.63;46.0;2.09;5.31;4.92;0.072;81.32;81.57;Conforme
FS0921;2026-08-20;FS-2026-0093;12.89;46.24;2.0;5.37;4.5;0.049;81.88;79.66;Atencao
FS0922;2026-08-20;FS-2026-0093;12.73;46.32;1.8;4.28;4.4;0.084;83.02;87.89;Conforme
FS0923;2026-08-20;FS-2026-0093;12.27;46.82;1.65;3.62;4.62;0.043;81.78;89.25;Excelente
FS0924;2026-08-20;FS-2026-0093;12.6;47.0;1.2;3.84;4.33;0.036;83.68;95.59;Excelente
FS0925;2026-08-21;FS-2026-0093;12.39;45.38;1.2;5.01;4.73;0.088;80.43;78.57;Atencao
FS0926;2026-08-21;FS-2026-0093;12.78;45.7;2.06;3.69;4.42;0.107;84.48;85.99;Conforme
FS0927;2026-08-21;FS-2026-0093;12.54;45.98;1.26;3.79;4.23;0.146;82.28;85.91;Conforme
FS0928;2026-08-21;FS-2026-0093;12.13;45.8;1.88;4.61;4.09;0.019;82.75;79.87;Atencao
FS0929;2026-08-22;FS-2026-0093;12.89;46.02;1.82;4.63;4.33;0.025;81.73;80.99;Conforme
FS0930;2026-08-22;FS-2026-0093;12.94;45.25;1.61;3.99;4.61;0.1;82.21;80.81;Conforme
FS0931;2026-08-22;FS-2026-0094;12.54;45.61;1.74;4.63;4.42;0.063;82.21;82.55;Conforme
FS0932;2026-08-22;FS-2026-0094;12.15;46.07;2.05;4.67;4.55;0.095;81.32;82.11;Conforme
FS0933;2026-08-23;FS-2026-0094;12.48;46.39;1.96;4.94;4.55;0.062;81.24;87.03;Conforme
FS0934;2026-08-23;FS-2026-0094;12.62;45.88;2.01;4.59;4.37;0.08;82.75;84.68;Conforme
FS0935;2026-08-23;FS-2026-0094;12.84;46.26;1.67;4.98;4.64;0.066;83.13;84.19;Conforme
FS0936;2026-08-23;FS-2026-0094;12.0;45.95;1.42;4.55;4.71;0.063;82.44;82.48;Conforme
FS0937;2026-08-24;FS-2026-0094;12.64;46.4;2.26;5.04;4.17;0.105;82.7;87.07;Conforme
FS0938;2026-08-24;FS-2026-0094;12.71;45.56;2.12;4.89;4.44;0.1;81.24;81.22;Conforme
FS0939;2026-08-24;FS-2026-0094;12.48;46.94;1.39;3.5;4.8;0.076;83.15;96.31;Excelente
FS0940;2026-08-24;FS-2026-0094;12.3;46.53;1.96;5.91;4.27;0.112;82.71;86.13;Conforme
FS0941;2026-08-25;FS-2026-0095;12.02;45.75;1.49;4.81;4.84;0.083;82.24;81.32;Conforme
FS0942;2026-08-25;FS-2026-0095;12.26;46.15;1.68;6.0;4.65;0.131;81.84;80.61;Conforme
FS0943;2026-08-25;FS-2026-0095;12.07;45.68;1.61;3.87;4.4;0.068;83.11;82.6;Conforme
FS0944;2026-08-25;FS-2026-0095;12.49;46.02;1.94;5.03;4.46;0.06;80.56;83.13;Conforme
FS0945;2026-08-26;FS-2026-0095;12.41;46.65;1.34;5.05;4.26;0.096;83.46;92.43;Excelente
FS0946;2026-08-26;FS-2026-0095;12.19;46.74;1.51;3.5;4.22;0.054;80.56;86.96;Conforme
FS0947;2026-08-26;FS-2026-0095;13.0;45.9;1.26;4.37;4.32;0.106;81.89;81.47;Conforme
FS0948;2026-08-26;FS-2026-0095;12.54;46.33;1.26;4.88;4.09;0.083;80.25;87.35;Conforme
FS0949;2026-08-27;FS-2026-0095;12.15;46.5;2.08;4.34;4.74;0.043;82.2;83.97;Conforme
FS0950;2026-08-27;FS-2026-0095;12.55;46.28;1.81;3.61;4.89;0.106;82.73;89.37;Excelente
FS0951;2026-08-27;FS-2026-0096;12.41;45.8;1.64;4.57;4.72;0.083;81.37;84.48;Conforme
FS0952;2026-08-27;FS-2026-0096;12.5;46.14;1.95;3.87;4.49;0.055;82.66;87.52;Conforme
FS0953;2026-08-28;FS-2026-0096;12.05;46.04;2.21;4.98;4.33;0.06;83.21;78.46;Atencao
FS0954;2026-08-28;FS-2026-0096;12.93;46.24;1.85;3.73;4.35;0.103;82.85;85.07;Conforme
FS0955;2026-08-28;FS-2026-0096;12.33;46.28;1.72;5.19;4.58;0.029;83.0;81.55;Conforme
